Date,8,10,2019
Vehicle_order,SMART_TARGET,MERCEDES_GLE450,TESLA_MODELX,AUDI_E_TRON,
Number_of_vehicles,4
ACC,1
Distance_setting,S
Time,Speed1,E1,N1,Lon1,Lat1,Alt1,Speed2,E2,N2,Lon2,Lat2,Alt2,Speed3,E3,N3,Lon3,Lat3,Alt3,Speed4,E4,N4,Lon4,Lat4,Alt4,IVS1,IVS2,IVS3
186.1,11.112541080270214,-140.79830929712557,-20.221298611063002,16.84166140283103,46.894840101620495,244.929,11.024916244777618,-136.25765253289325,-36.96394414890554,16.841720986675643,46.894689495066956,244.757,10.778811685459273,-130.87650145749222,-54.57817918541729,16.84179159973586,46.89453104822972,244.7765,10.572755343353432,-121.97573228354437,-71.3698899313946,16.841908398268522,46.894380000315714,244.34799999999998,13.232886974964604,14.980133914792573,13.953640077449455
186.2,11.112360306612619,-140.94374042462724,-19.125239739710697,16.841659494440652,46.89484996109274,244.929,11.044481229068415,-136.55257048992073,-35.89732966643633,16.84171711667475,46.89469908967556,244.757,10.793071011782555,-131.30589379126732,-53.59486172642777,16.841785965122313,46.8945398935495,244.7765,10.56725875073282,-122.52374710337679,-70.46617430070029,16.841901207055542,46.894388129586346,244.34799999999998,13.22284311863993,15.02114063115638,13.968947004903324
186.3,11.112079829606905,-141.0799277593318,-18.02795713143329,16.841657707350056,46.89485983157298,244.84099999999998,11.062485427450657,-136.83624106418262,-34.82578536542755,16.841713394265348,46.8947087286298,244.40400000000002,10.804296934121377,-131.72787765027846,-52.60676414907418,16.841780427724974,46.894548781868274,244.6395,10.562881928787027,-123.0648087956584,-69.55913671581203,16.84189410708356,46.89439628873922,244.6835,13.211030408989744,15.062492432897079,13.986404893820364
186.4,11.11169964925307,-141.206996014613,-16.929501273354646,16.841656039922725,46.89486971260706,244.84099999999998,11.078928839924334,-137.1098857990508,-33.75025176375129,16.84170980341799,46.89471840346934,244.40400000000002,10.812489452475743,-132.14259232510707,-51.61433993834439,16.84177498571603,46.89455770910679,244.6395,10.559624877516061,-123.59906666453941,-68.64885465795756,16.841887096393368,46.89440447707739,244.46200000000002,13.197982618667213,15.104095604974694,14.005694385041876
186.5,11.111219765551114,-141.32501278077038,-15.829797064394107,16.841654491271722,46.89487960487052,244.84099999999998,11.093811466489454,-137.37381544261498,-32.671575816254936,16.841706340054937,46.89472810657549,245.019,10.817648566845646,-132.5503585728006,-50.61751422096622,16.8417696348864,46.89456667593854,244.6395,10.557487596919914,-124.12634546439209,-67.7349154714088,16.84188017728459,46.89441269831285,244.46200000000002,13.184504845873056,15.14511387861301,14.02674858315396
186.6,11.110777758394386,-141.43412398967658,-14.729033920291032,16.84165305948208,46.894889506659524,244.84099999999998,11.107012546505434,-137.62837263524582,-31.58915948397596,16.841702999679967,46.894737843327846,245.019,10.821854331077333,-132.950931376701,-49.61643578690472,16.841764378451277,46.89457568102513,244.6395,10.55605400331893,-124.64652357742409,-66.81723073657389,16.84187335135313,46.89442095324094,244.46200000000002,13.169760925564391,15.18646909837667,14.04930350075037
186.7,11.110511207676232,-141.53446740351876,-13.627295701788054,16.841651742746052,46.89489941721968,244.84099999999998,11.118411319331699,-137.87371771403508,-30.503801418760272,16.841699780189085,46.89474760654222,245.019,10.827186799017033,-133.34525926233204,-48.61129364396609,16.84175920396382,46.89458472266635,244.6395,10.554908013033447,-125.15962802322323,-65.89594657311434,16.841866618244428,46.89442924054728,244.46200000000002,13.154421029983164,15.227420797128325,14.073717834718288
186.8,11.11042011339666,-141.62619466066133,-12.524692341460032,16.841650539073775,46.89490933556214,244.657,11.12800778496824,-138.11030649856602,-29.416226741482692,16.841696675600893,46.89475738969586,244.967,10.833645970664751,-133.73155792862664,-47.59941771626902,16.841754134838165,46.89459382488056,244.6395,10.554049626063463,-125.66560913992949,-64.971239101385,16.841859978610167,46.89443755864762,244.46200000000002,13.139007054715906,15.265251473200571,14.101825941178605
186.9,11.110504475555658,-141.7094484162873,-11.421285457398053,16.841649446593305,46.8949192611326,245.28400000000002,11.13580194341506,-138.33855113941013,-28.326749506434297,16.841693680507028,46.89476718996376,244.967,10.841231846020484,-134.10966814022638,-46.588197297672146,16.841749173163837,46.894602921198214,244.2105,10.553478842408985,-126.16440232796144,-64.04249895673672,16.84185343329803,46.8944459130234,244.46200000000002,13.123706594060847,15.306964422131676,14.126354280111412
187.0,11.110764294153233,-141.7843906522106,-10.317161091026186,16.841648463179062,46.89492919315709,245.28400000000002,11.141793794672164,-138.5589586451757,-27.235404398665448,16.841690788254375,46.894777007033895,244.967,10.849944425084235,-134.48115807423903,-45.57066119735271,16.84174429836276,46.89461207432785,244.835,10.553195662070006,-126.65598984566135,-63.110329230145254,16.84184698254084,46.8944542982496,244.595,13.108405485049614,15.34550030686188,14.154838204122283
187.1,11.111199569189385,-141.85118687645658,-9.212429386445386,16.8416475866592,46.894939130644815,245.28400000000002,11.145983338739542,-138.77188411813162,-26.14275861415501,16.841687994183175,46.8947868358041,244.967,10.859783707856002,-134.8450004456258,-44.54931002507161,16.841739523915262,46.89462126177554,244.835,10.553200085046527,-127.1403405139853,-62.174255060386855,16.841840626747736,46.894462718597744,244.595,13.093528939169085,15.383034885996912,14.184162256885074
187.2,11.11181030066411,-141.9099972673102,-8.107173141082825,16.84164681493181,46.894949072851,245.28400000000002,11.148370575617204,-138.9769223401837,-25.04957207607211,16.84168530361082,46.89479666943861,244.967,10.870749694335787,-135.20654450457832,-43.529149909844065,16.8417347796269,46.8946304385092,244.835,10.553492111338553,-127.61741076610056,-61.23410765078018,16.84183436649041,46.89447117558628,244.595,13.07985716855601,15.422550640995002,14.211696112104395
187.3,11.112596488577417,-141.96098341285256,-7.001507355215871,16.841646145876492,46.89495901874115,245.26,11.148955505305144,-139.1749085573718,-23.955175980334285,16.841682705576964,46.89480651395354,244.967,10.882842384523585,-135.5584091330845,-42.5028332285848,16.8417301623549,46.89463967062356,244.835,10.554071740946078,-128.0871456857482,-60.289838412168244,16.84182820248949,46.89447966965224,244.595,13.066512853095837,15.45920881833782,14.2411823310538
187.4,11.113360109237387,-142.00428589589768,-5.895542511171299,16.841645577648464,46.894968967321454,245.26,11.149317569309003,-139.36545197917707,-22.859918977200252,16.841680205209673,46.894816366212694,244.929,10.89541073900634,-135.9007546310804,-41.47127276708698,16.84172566999575,46.89464894990774,244.757,10.555311854055985,-128.54948006230592,-59.34185980862882,16.841822135600694,46.89448819708537,244.595,13.053832022183757,15.493362313274837,14.27230387432212
