Date,8,10,2019
Vehicle_order,SMART_TARGET,BMW_I3,MERCEDES_GLE450,JAGUAR_I_PACE,TESLA_MODELX,TESLA_MODEL3,
Number_of_vehicles,6
ACC,1
Distance_setting,L
Time,Speed1,E1,N1,Lon1,Lat1,Alt1,Speed2,E2,N2,Lon2,Lat2,Alt2,Speed3,E3,N3,Lon3,Lat3,Alt3,Speed4,E4,N4,Lon4,Lat4,Alt4,Speed5,E5,N5,Lon5,Lat5,Alt5,Speed6,E6,N6,Lon6,Lat6,Alt6,IVS1,IVS2,IVS3,IVS4,IVS5
413.0,11.043921612336064,-21.214832512438964,143.3734457482402,16.843230612676418,46.89631169943758,245.64700000000002,10.865083736966977,5.638477198107957,142.60606605114515,16.84358298976991,46.89630479656125,245.37,10.834314293739713,34.19667325230765,141.88145073130448,16.843957738887596,46.896298278367006,245.005,10.923476594534767,62.153558378827896,129.02242301045064,16.844324597424965,46.896182606453465,245.077,11.024924734427456,88.12262308257704,114.20983613478693,16.844665371193248,46.89604936152193,244.69799999999998,10.943414648463333,114.9134161185092,86.91949121468771,16.845016927924398,46.895803874344644,244.267,23.024814801960908,25.735328237493853,26.167742770443983,25.48646334072793,32.91964593849795
413.1,11.044787427826794,-22.312879491325898,143.1946362989759,16.84321620377833,46.89631009097762,245.64700000000002,10.861982320448725,4.512687054423371,142.67322525157516,16.843568216817783,46.896305400684156,245.37900000000002,10.831694799513805,33.13682364832265,142.11527604495114,16.843943831226788,46.89630038171588,245.2325,10.911355679292807,61.153540294174725,129.48903140835094,16.8443114748911,46.89618680377596,245.0135,11.020137798582644,87.24063054199603,114.869014407891,16.844653797425575,46.89605529108472,244.69799999999998,10.936636737242704,114.23270245496124,87.8123629321123,16.84500799539784,46.89581190607009,244.267,22.99117615388906,25.797514649888157,26.125735690645875,25.494425119023067,32.8951212566145
413.2,11.04559183284722,-23.409523440084076,143.00725459152852,16.84320181329122,46.89630840540689,245.64700000000002,10.859475301134276,3.449461845053293,142.78226021016502,16.843554264861286,46.89630638149568,245.37900000000002,10.827386712770624,32.07554378373139,142.34055588083038,16.84392990479768,46.896302408194884,245.2325,10.904809240583589,60.151716225269396,129.94843440949757,16.84429832865857,46.89619093628313,245.0135,11.016843868065408,86.3537698189375,115.52211479426659,16.844642159776164,46.89606116597457,244.6175,10.93416402916611,113.54655703860595,88.7000561870962,16.844998991594206,46.89581989121326,244.267,23.020470372589642,25.79743024073752,26.084668589245744,25.500863841875,32.87203852090104
413.3,11.04633482739734,-24.50470411346365,142.81134938785058,16.843187442005643,46.896306643164046,245.693,10.85756267902364,2.3517496923096783,142.9334088758472,16.843539860356884,46.896307741136205,245.37900000000002,10.821390033510184,31.013372009880644,142.55707188353819,16.84391596666467,46.896304355839824,245.342,10.903837278407119,59.1475638862011,130.39947177240532,16.844285151873787,46.89619499353815,245.0135,11.015042942875752,85.46270032910374,116.16723828319721,16.84463046689807,46.89606696910914,244.6175,10.93599652423356,112.85445000682677,89.58162963845638,16.844989909560486,46.89582782130644,244.267,23.01727390649528,25.832033654381004,26.043973744054828,25.50715795870032,32.84888764144968
413.4,11.047016411477154,-25.598381055325078,142.60698803317473,16.843173090452474,46.89630480485484,245.693,10.856244454116817,1.2698488227974072,142.93748289774626,16.843525663332837,46.89630777778361,245.37900000000002,10.813704761732485,29.950258941503698,142.7651762523499,16.843902016179715,46.89630622781888,245.35299999999998,10.908439792763383,58.14210355591277,130.84281675824548,16.844271957925166,46.89619898159728,244.9955,11.014735023013673,84.56653697028064,116.80691181807846,16.844618707176714,46.896072723219284,244.6175,10.94213422244504,112.15621061921001,90.45686939497857,16.844980747056177,46.89583569442559,244.22799999999998,23.030805169831172,25.84886843340232,26.00451374988904,25.510741504895957,32.82808519611124
413.5,11.047636585086662,-26.6905201086932,142.39434108959878,16.84315875907994,46.896302892013566,245.693,10.855520626413801,0.17539083395719654,142.93121862023537,16.843511301530537,46.89630772143401,245.4035,10.804330897437522,28.886475594585217,142.96489589305017,16.843888056899168,46.89630802437407,245.35299999999998,10.918616783652404,57.13273637411301,131.27926709642642,16.844258712709674,46.89620290763639,244.9955,11.01592010847917,83.6661113600615,117.43908682220837,16.84460689152483,46.89607840987726,244.6175,10.952577123800573,111.45097313787755,91.324485000127,16.844971492720806,46.89584349896256,244.36700000000002,23.03181750823823,25.87904523785518,25.96336134661817,25.515976015283233,32.8078464537445
413.6,11.048195348225862,-27.781010223266613,142.1733047089549,16.843144449345267,46.89630090370608,245.77200000000002,10.855391195914592,-0.896632780198706,142.91287112795337,16.843497234118754,46.89630755639124,245.4035,10.79326844062531,27.821801550815454,143.15590559520774,16.843874085930633,46.896309742579994,245.35299999999998,10.934368251074154,56.11927929395397,131.70804926277813,16.844245413825323,46.89620676469734,244.9955,11.018598199272251,82.76114321037302,118.0644096115361,16.844595016264396,46.8960840348969,244.6175,10.967325228300133,110.73974285535023,92.18604159835388,16.844962159746114,46.89585124899643,244.36700000000002,23.055090670719515,25.887403398150514,25.92072981912521,25.522111132246273,32.788447793336054
413.7,11.048692700894758,-28.86978771855043,141.94392017551328,16.843130162084094,46.89629884030374,245.493,10.8558561626192,-2.0491174453507845,142.79794956919366,16.843482110873207,46.896306522627505,245.435,10.780517391295824,26.756538974495406,143.33908510842252,16.8438601072392,46.89631139035037,245.35299999999998,10.955694195028661,55.10497066412282,132.12897130937526,16.844232103766682,46.89621055105348,244.9955,11.022769295392905,81.8515404936852,118.6822013344077,16.844583080187803,46.896089592171705,244.7675,10.98637853594374,110.0237125330795,93.04196958095116,16.844952763783887,46.895858948398725,244.36700000000002,22.994806648641344,25.978679512953075,25.879745762437018,25.52640059241373,32.770086645183106
413.8,11.04917456532219,-29.95680858014373,141.70620611888478,16.843115897873982,46.89629670197414,245.493,10.856753552020106,-3.0865103248332257,142.73794503291668,16.8434684978962,46.89630598286356,245.435,10.767462966410628,25.690634099101793,143.5135427857111,16.843846120119323,46.896312959664456,245.351,10.976674576724776,54.08890788369321,132.542485610273,16.84421877068956,46.896214270774095,244.89,11.026195990799957,80.93819484206425,119.29366831560036,16.844571094995306,46.896095092553026,244.7985,11.004262150250232,109.30129386737137,93.89112553362898,16.84494328399192,46.89586658688401,244.36700000000002,23.050641529786702,25.95553515606925,25.83913764710051,25.53008732614654,32.75251784106589
413.9,11.049686863736987,-31.042010220619673,141.46017428887419,16.843101657536238,46.896294488822925,245.493,10.857921389609814,-4.192233594792766,142.67371128259873,16.843453988267544,46.89630540505621,245.435,10.755490382931264,24.62400473221476,143.67962704060582,16.843832123492458,46.89631445365639,245.351,10.991389357371359,53.07054074586956,132.94778477027478,16.844205407373973,46.89621791659635,244.89,11.026640879452223,80.02071782867691,119.898178803618,16.844559055589855,46.89610053035799,244.7985,11.015501174738443,108.57250730772148,94.73340566516502,16.844933720638558,46.89587416351863,244.36700000000002,23.037729651963854,26.001730935251103,25.79890257100428,25.533241628242134,32.73565192742465
